date,game_no,team,order,name,avg
2022-04-02,1,한화 이글스,1,정은원,0.0
2022-04-02,1,한화 이글스,2,최재훈,0.0
2022-04-02,1,한화 이글스,3,터크먼,0.0
2022-04-02,1,한화 이글스,4,노시환,0.0
2022-04-02,1,한화 이글스,5,하주석,0.0
2022-04-02,1,한화 이글스,6,김태연,0.0
2022-04-02,1,한화 이글스,7,노수광,0.0
2022-04-02,1,한화 이글스,8,정민규,0.0
2022-04-02,1,한화 이글스,9,이원석,0.0
2022-04-02,1,두산 베어스,1,허경민,0.0
2022-04-02,1,두산 베어스,2,안재석,0.0
2022-04-02,1,두산 베어스,3,페르난데스,0.0
2022-04-02,1,두산 베어스,4,김재환,0.0
2022-04-02,1,두산 베어스,5,양석환,0.0
2022-04-02,1,두산 베어스,6,김인태,0.0
2022-04-02,1,두산 베어스,7,박세혁,0.0
2022-04-02,1,두산 베어스,8,강승호,0.0
2022-04-02,1,두산 베어스,9,정수빈,0.0
2022-04-02,2,SSG 랜더스,1,추신수,0.0
2022-04-02,2,SSG 랜더스,2,최지훈,0.0
2022-04-02,2,SSG 랜더스,3,최정,0.0
2022-04-02,2,SSG 랜더스,4,한유섬,0.0
2022-04-02,2,SSG 랜더스,5,크론,0.0
2022-04-02,2,SSG 랜더스,6,오태곤,0.0
2022-04-02,2,SSG 랜더스,7,박성한,0.0
2022-04-02,2,SSG 랜더스,8,이재원,0.0
2022-04-02,2,SSG 랜더스,9,김성현,0.0
2022-04-02,2,NC 다이노스,1,박건우,0.0
2022-04-02,2,NC 다이노스,2,전민수,0.0
2022-04-02,2,NC 다이노스,3,손아섭,0.0
2022-04-02,2,NC 다이노스,4,마티니,0.0
2022-04-02,2,NC 다이노스,5,박준영,0.0
2022-04-02,2,NC 다이노스,6,오영수,0.0
2022-04-02,2,NC 다이노스,7,서호철,0.0
2022-04-02,2,NC 다이노스,8,박대온,0.0
2022-04-02,2,NC 다이노스,9,김한별,0.0
2022-04-02,3,삼성 라이온즈,1,김상수,0.0
2022-04-02,3,삼성 라이온즈,2,김지찬,0.0
2022-04-02,3,삼성 라이온즈,3,피렐라,0.0
2022-04-02,3,삼성 라이온즈,4,강민호,0.0
2022-04-02,3,삼성 라이온즈,5,김헌곤,0.0
2022-04-02,3,삼성 라이온즈,6,김동엽,0.0
2022-04-02,3,삼성 라이온즈,7,이재현,0.0
2022-04-02,3,삼성 라이온즈,8,공민규,0.0
2022-04-02,3,삼성 라이온즈,9,박승규,0.0
2022-04-02,3,KT 위즈,1,조용호,0.0
2022-04-02,3,KT 위즈,2,황재균,0.0
2022-04-02,3,KT 위즈,3,박병호,0.0
2022-04-02,3,KT 위즈,4,라모스,0.0
2022-04-02,3,KT 위즈,5,장성우,0.0
2022-04-02,3,KT 위즈,6,배정대,0.0
2022-04-02,3,KT 위즈,7,오윤석,0.0
2022-04-02,3,KT 위즈,8,김민혁,0.0
2022-04-02,3,KT 위즈,9,심우준,0.0
2022-04-02,4,LG 트윈스,1,박해민,0.0
2022-04-02,4,LG 트윈스,2,송찬의,0.0
2022-04-02,4,LG 트윈스,3,김현수,0.0
2022-04-02,4,LG 트윈스,4,채은성,0.0
2022-04-02,4,LG 트윈스,5,유강남,0.0
2022-04-02,4,LG 트윈스,6,오지환,0.0
2022-04-02,4,LG 트윈스,7,루이즈,0.0
2022-04-02,4,LG 트윈스,8,이재원,0.0
2022-04-02,4,LG 트윈스,9,서건창,0.0
2022-04-02,4,KIA 타이거즈,1,김도영,0.0
2022-04-02,4,KIA 타이거즈,2,소크라테스,0.0
2022-04-02,4,KIA 타이거즈,3,김선빈,0.0
2022-04-02,4,KIA 타이거즈,4,나성범,0.0
2022-04-02,4,KIA 타이거즈,5,최형우,0.0
2022-04-02,4,KIA 타이거즈,6,황대인,0.0
2022-04-02,4,KIA 타이거즈,7,김석환,0.0
2022-04-02,4,KIA 타이거즈,8,김민식,0.0
2022-04-02,4,KIA 타이거즈,9,박찬호,0.0
2022-04-02,5,롯데 자이언츠,1,박승욱,0.0
2022-04-02,5,롯데 자이언츠,2,안치홍,0.0
2022-04-02,5,롯데 자이언츠,3,전준우,0.0
2022-04-02,5,롯데 자이언츠,4,피터스,0.0
2022-04-02,5,롯데 자이언츠,5,이대호,0.0
2022-04-02,5,롯데 자이언츠,6,정훈,0.0
2022-04-02,5,롯데 자이언츠,7,한동희,0.0
2022-04-02,5,롯데 자이언츠,8,고승민,0.0
2022-04-02,5,롯데 자이언츠,9,지시완,0.0
2022-04-02,5,키움 히어로즈,1,이용규,0.0
2022-04-02,5,키움 히어로즈,2,김혜성,0.0
2022-04-02,5,키움 히어로즈,3,이정후,0.0
2022-04-02,5,키움 히어로즈,4,푸이그,0.0
2022-04-02,5,키움 히어로즈,5,전병우,0.0
2022-04-02,5,키움 히어로즈,6,김주형,0.0
2022-04-02,5,키움 히어로즈,7,이명기,0.0
2022-04-02,5,키움 히어로즈,8,이지영,0.0
2022-04-02,5,키움 히어로즈,9,박찬혁,0.0
2022-04-03,1,한화 이글스,1,정은원,0.6
2022-04-03,1,한화 이글스,2,최재훈,0.0
2022-04-03,1,한화 이글스,3,터크먼,0.6
2022-04-03,1,한화 이글스,4,노시환,0.4
2022-04-03,1,한화 이글스,5,하주석,0.333
2022-04-03,1,한화 이글스,6,김태연,0.0
2022-04-03,1,한화 이글스,7,이성곤,0.0
2022-04-03,1,한화 이글스,8,이원석,0.25
2022-04-03,1,한화 이글스,9,임종찬,0.0
2022-04-03,1,두산 베어스,1,허경민,1.0
2022-04-03,1,두산 베어스,2,안재석,0.25
2022-04-03,1,두산 베어스,3,페르난데스,0.5
2022-04-03,1,두산 베어스,4,김재환,0.25
2022-04-03,1,두산 베어스,5,양석환,0.667
2022-04-03,1,두산 베어스,6,김인태,0.25
2022-04-03,1,두산 베어스,7,강승호,0.0
2022-04-03,1,두산 베어스,8,박세혁,0.0
2022-04-03,1,두산 베어스,9,정수빈,0.0
2022-04-03,2,SSG 랜더스,1,추신수,0.0
2022-04-03,2,SSG 랜더스,2,최지훈,0.25
2022-04-03,2,SSG 랜더스,3,최정,0.25
2022-04-03,2,SSG 랜더스,4,한유섬,0.4
2022-04-03,2,SSG 랜더스,5,크론,0.4
2022-04-03,2,SSG 랜더스,6,김강민,0.0
2022-04-03,2,SSG 랜더스,7,박성한,0.0
2022-04-03,2,SSG 랜더스,8,이재원,0.333
2022-04-03,2,SSG 랜더스,9,김성현,0.333
2022-04-03,2,NC 다이노스,1,서호철,0.0
2022-04-03,2,NC 다이노스,2,손아섭,0.0
2022-04-03,2,NC 다이노스,3,박건우,0.0
2022-04-03,2,NC 다이노스,4,마티니,0.0
2022-04-03,2,NC 다이노스,5,정진기,0.0
2022-04-03,2,NC 다이노스,6,박준영,0.0
2022-04-03,2,NC 다이노스,7,오영수,0.0
2022-04-03,2,NC 다이노스,8,박대온,0.0
2022-04-03,2,NC 다이노스,9,도태훈,0.0
2022-04-03,3,삼성 라이온즈,1,김지찬,0.0
2022-04-03,3,삼성 라이온즈,2,이재현,0.333
2022-04-03,3,삼성 라이온즈,3,피렐라,0.0
2022-04-03,3,삼성 라이온즈,4,강민호,0.333
2022-04-03,3,삼성 라이온즈,5,김헌곤,0.0
2022-04-03,3,삼성 라이온즈,6,최영진,0.0
2022-04-03,3,삼성 라이온즈,7,김재혁,0.0
2022-04-03,3,삼성 라이온즈,8,김태군,0.0
2022-04-03,3,삼성 라이온즈,9,오선진,0.0
2022-04-03,3,KT 위즈,1,조용호,0.4
2022-04-03,3,KT 위즈,2,황재균,0.5
2022-04-03,3,KT 위즈,3,박병호,0.333
2022-04-03,3,KT 위즈,4,라모스,0.0
2022-04-03,3,KT 위즈,5,장성우,0.0
2022-04-03,3,KT 위즈,6,배정대,0.5
2022-04-03,3,KT 위즈,7,오윤석,0.5
2022-04-03,3,KT 위즈,8,김민혁,0.0
2022-04-03,3,KT 위즈,9,심우준,0.667
2022-04-03,4,LG 트윈스,1,박해민,0.333
2022-04-03,4,LG 트윈스,2,서건창,0.5
2022-04-03,4,LG 트윈스,3,김현수,0.0
2022-04-03,4,LG 트윈스,4,채은성,0.25
2022-04-03,4,LG 트윈스,5,유강남,0.25
2022-04-03,4,LG 트윈스,6,오지환,0.0
2022-04-03,4,LG 트윈스,7,루이즈,0.25
2022-04-03,4,LG 트윈스,8,문보경,0.0
2022-04-03,4,LG 트윈스,9,김민성,0.0
2022-04-03,4,KIA 타이거즈,1,김도영,0.0
