date,game_no,team,order,name,avg
2009-04-04,1,한화 이글스,1,강동우,0.0
2009-04-04,1,한화 이글스,2,이영우,0.0
2009-04-04,1,한화 이글스,3,디아즈,0.0
2009-04-04,1,한화 이글스,4,김태균,0.0
2009-04-04,1,한화 이글스,5,이범호,0.0
2009-04-04,1,한화 이글스,6,김태완,0.0
2009-04-04,1,한화 이글스,7,송광민,0.0
2009-04-04,1,한화 이글스,8,신경현,0.0
2009-04-04,1,한화 이글스,9,오선진,0.0
2009-04-04,1,SK 와이번스,1,정근우,0.0
2009-04-04,1,SK 와이번스,2,박재상,0.0
2009-04-04,1,SK 와이번스,3,박재홍,0.0
2009-04-04,1,SK 와이번스,4,이호준,0.0
2009-04-04,1,SK 와이번스,5,최정,0.0
2009-04-04,1,SK 와이번스,6,박정권,0.0
2009-04-04,1,SK 와이번스,7,박경완,0.0
2009-04-04,1,SK 와이번스,8,나주환,0.0
2009-04-04,1,SK 와이번스,9,조동화,0.0
2009-04-04,2,LG 트윈스,1,이대형,0.0
2009-04-04,2,LG 트윈스,2,이진영,0.0
2009-04-04,2,LG 트윈스,3,안치용,0.0
2009-04-04,2,LG 트윈스,4,페타지니,0.0
2009-04-04,2,LG 트윈스,5,박병호,0.0
2009-04-04,2,LG 트윈스,6,정성훈,0.0
2009-04-04,2,LG 트윈스,7,박경수,0.0
2009-04-04,2,LG 트윈스,8,조인성,0.0
2009-04-04,2,LG 트윈스,9,권용관,0.0
2009-04-04,2,삼성 라이온즈,1,김상수,0.0
2009-04-04,2,삼성 라이온즈,2,강봉규,0.0
2009-04-04,2,삼성 라이온즈,3,진갑용,0.0
2009-04-04,2,삼성 라이온즈,4,박석민,0.0
2009-04-04,2,삼성 라이온즈,5,김창희,0.0
2009-04-04,2,삼성 라이온즈,6,박진만,0.0
2009-04-04,2,삼성 라이온즈,7,조동찬,0.0
2009-04-04,2,삼성 라이온즈,8,허승민,0.0
2009-04-04,2,삼성 라이온즈,9,현재윤,0.0
2009-04-04,3,KIA 타이거즈,1,이용규,0.0
2009-04-04,3,KIA 타이거즈,2,이종범,0.0
2009-04-04,3,KIA 타이거즈,3,장성호,0.0
2009-04-04,3,KIA 타이거즈,4,최희섭,0.0
2009-04-04,3,KIA 타이거즈,5,나지완,0.0
2009-04-04,3,KIA 타이거즈,6,이현곤,0.0
2009-04-04,3,KIA 타이거즈,7,김상훈,0.0
2009-04-04,3,KIA 타이거즈,8,김선빈,0.0
2009-04-04,3,KIA 타이거즈,9,김종국,0.0
2009-04-04,3,두산 베어스,1,이종욱,0.0
2009-04-04,3,두산 베어스,2,오재원,0.0
2009-04-04,3,두산 베어스,3,고영민,0.0
2009-04-04,3,두산 베어스,4,김동주,0.0
2009-04-04,3,두산 베어스,5,김현수,0.0
2009-04-04,3,두산 베어스,6,왓슨,0.0
2009-04-04,3,두산 베어스,7,손시헌,0.0
2009-04-04,3,두산 베어스,8,최승환,0.0
2009-04-04,3,두산 베어스,9,임재철,0.0
2009-04-04,4,히어로즈,1,이택근,0.0
2009-04-04,4,히어로즈,2,강정호,0.0
2009-04-04,4,히어로즈,3,클락,0.0
2009-04-04,4,히어로즈,4,브룸바,0.0
2009-04-04,4,히어로즈,5,이숭용,0.0
2009-04-04,4,히어로즈,6,오재일,0.0
2009-04-04,4,히어로즈,7,강귀태,0.0
2009-04-04,4,히어로즈,8,김일경,0.0
2009-04-04,4,히어로즈,9,황재균,0.0
2009-04-04,4,롯데 자이언츠,1,김주찬,0.0
2009-04-04,4,롯데 자이언츠,2,이인구,0.0
2009-04-04,4,롯데 자이언츠,3,조성환,0.0
2009-04-04,4,롯데 자이언츠,4,이대호,0.0
2009-04-04,4,롯데 자이언츠,5,가르시아,0.0
2009-04-04,4,롯데 자이언츠,6,홍성흔,0.0
2009-04-04,4,롯데 자이언츠,7,강민호,0.0
2009-04-04,4,롯데 자이언츠,8,손아섭,0.0
2009-04-04,4,롯데 자이언츠,9,박기혁,0.0
2009-04-05,1,LG 트윈스,1,이대형,0.0
2009-04-05,1,LG 트윈스,2,이진영,0.25
2009-04-05,1,LG 트윈스,3,안치용,0.0
2009-04-05,1,LG 트윈스,4,페타지니,0.25
2009-04-05,1,LG 트윈스,5,박병호,0.333
2009-04-05,1,LG 트윈스,6,정성훈,0.667
2009-04-05,1,LG 트윈스,7,조인성,0.333
2009-04-05,1,LG 트윈스,8,권용관,0.0
2009-04-05,1,LG 트윈스,9,박경수,0.0
2009-04-05,1,삼성 라이온즈,1,김상수,0.4
2009-04-05,1,삼성 라이온즈,2,양준혁,0.0
2009-04-05,1,삼성 라이온즈,3,최형우,0.0
2009-04-05,1,삼성 라이온즈,4,박석민,0.0
2009-04-05,1,삼성 라이온즈,5,진갑용,0.5
2009-04-05,1,삼성 라이온즈,6,김창희,0.667
2009-04-05,1,삼성 라이온즈,7,박진만,0.333
2009-04-05,1,삼성 라이온즈,8,우동균,0.0
2009-04-05,1,삼성 라이온즈,9,조동찬,0.5
2009-04-05,2,KIA 타이거즈,1,이용규,0.0
2009-04-05,2,KIA 타이거즈,2,이종범,0.4
2009-04-05,2,KIA 타이거즈,3,장성호,0.25
2009-04-05,2,KIA 타이거즈,4,최희섭,0.333
2009-04-05,2,KIA 타이거즈,5,나지완,0.25
2009-04-05,2,KIA 타이거즈,6,이현곤,0.25
2009-04-05,2,KIA 타이거즈,7,김종국,0.25
2009-04-05,2,KIA 타이거즈,8,김상훈,0.0
2009-04-05,2,KIA 타이거즈,9,김선빈,0.0
2009-04-05,2,두산 베어스,1,이종욱,0.5
2009-04-05,2,두산 베어스,2,고영민,0.5
2009-04-05,2,두산 베어스,3,김현수,0.5
2009-04-05,2,두산 베어스,4,김동주,0.5
2009-04-05,2,두산 베어스,5,최준석,0.0
2009-04-05,2,두산 베어스,6,왓슨,0.25
2009-04-05,2,두산 베어스,7,손시헌,0.25
2009-04-05,2,두산 베어스,8,최승환,0.0
2009-04-05,2,두산 베어스,9,임재철,0.0
2009-04-05,3,한화 이글스,1,강동우,0.333
2009-04-05,3,한화 이글스,2,이영우,0.0
2009-04-05,3,한화 이글스,3,디아즈,0.2
2009-04-05,3,한화 이글스,4,김태균,0.5
2009-04-05,3,한화 이글스,5,이범호,0.4
2009-04-05,3,한화 이글스,6,김태완,0.0
2009-04-05,3,한화 이글스,7,송광민,0.667
2009-04-05,3,한화 이글스,8,신경현,0.0
2009-04-05,3,한화 이글스,9,오선진,0.667
2009-04-05,3,SK 와이번스,1,정근우,0.0
2009-04-05,3,SK 와이번스,2,박재상,0.0
2009-04-05,3,SK 와이번스,3,김재현,0.0
2009-04-05,3,SK 와이번스,4,이호준,0.5
2009-04-05,3,SK 와이번스,5,최정,0.5
2009-04-05,3,SK 와이번스,6,박재홍,0.0
2009-04-05,3,SK 와이번스,7,박정권,0.333
2009-04-05,3,SK 와이번스,8,박경완,0.0
2009-04-05,3,SK 와이번스,9,나주환,0.0
2009-04-05,4,히어로즈,1,이택근,0.333
2009-04-05,4,히어로즈,2,황재균,0.25
2009-04-05,4,히어로즈,3,클락,0.25
2009-04-05,4,히어로즈,4,브룸바,0.0
2009-04-05,4,히어로즈,5,송지만,0.0
2009-04-05,4,히어로즈,6,오재일,0.0
2009-04-05,4,히어로즈,7,강귀태,0.75
2009-04-05,4,히어로즈,8,강정호,0.333
2009-04-05,4,히어로즈,9,김일경,0.333
2009-04-05,4,롯데 자이언츠,1,김주찬,0.75
2009-04-05,4,롯데 자이언츠,2,이인구,0.0
2009-04-05,4,롯데 자이언츠,3,조성환,0.25
2009-04-05,4,롯데 자이언츠,4,이대호,0.0
2009-04-05,4,롯데 자이언츠,5,가르시아,0.0
2009-04-05,4,롯데 자이언츠,6,홍성흔,0.0
2009-04-05,4,롯데 자이언츠,7,강민호,0.333
2009-04-05,4,롯데 자이언츠,8,손아섭,0.5
2009-04-05,4,롯데 자이언츠,9,박기혁,0.333
2009-04-07,1,두산 베어스,1,이종욱,0.25
2009-04-07,1,두산 베어스,2,오재원,0.4
2009-04-07,1,두산 베어스,3,고영민,0.333
2009-04-07,1,두산 베어스,4,김동주,0.5
2009-04-07,1,두산 베어스,5,김현수,0.5
2009-04-07,1,두산 베어스,6,왓슨,0.125
2009-04-07,1,두산 베어스,7,손시헌,0.286
2009-04-07,1,두산 베어스,8,최승환,0.167
2009-04-07,1,두산 베어스,9,임재철,0.167
2009-04-07,1,한화 이글스,1,강동우,0.5
2009-04-07,1,한화 이글스,2,이영우,0.2
2009-04-07,1,한화 이글스,3,디아즈,0.444
2009-04-07,1,한화 이글스,4,김태균,0.25
2009-04-07,1,한화 이글스,5,이범호,0.333
2009-04-07,1,한화 이글스,6,김태완,0.0
2009-04-07,1,한화 이글스,7,송광민,0.333
2009-04-07,1,한화 이글스,8,박노민,0.0
2009-04-07,1,한화 이글스,9,오선진,0.286
2009-04-07,2,SK 와이번스,1,박재홍,0.143
2009-04-07,2,SK 와이번스,2,박재상,0.2
2009-04-07,2,SK 와이번스,3,김재현,0.333
2009-04-07,2,SK 와이번스,4,이호준,0.2
2009-04-07,2,SK 와이번스,5,최정,0.25
2009-04-07,2,SK 와이번스,6,정근우,0.2
2009-04-07,2,SK 와이번스,7,박정권,0.429
2009-04-07,2,SK 와이번스,8,박경완,0.167
2009-04-07,2,SK 와이번스,9,나주환,0.0
2009-04-07,2,KIA 타이거즈,1,이용규,0.125
2009-04-07,2,KIA 타이거즈,2,이종범,0.333
2009-04-07,2,KIA 타이거즈,3,나지완,0.286
2009-04-07,2,KIA 타이거즈,4,최희섭,0.143
2009-04-07,2,KIA 타이거즈,5,이재주,0.0
2009-04-07,2,KIA 타이거즈,6,장성호,0.25
2009-04-07,2,KIA 타이거즈,7,이현곤,0.286
2009-04-07,2,KIA 타이거즈,8,김상훈,0.0
2009-04-07,2,KIA 타이거즈,9,김종국,0.143
2009-04-07,3,삼성 라이온즈,1,김상수,0.444
2009-04-07,3,삼성 라이온즈,2,강봉규,0.333
2009-04-07,3,삼성 라이온즈,3,진갑용,0.429
2009-04-07,3,삼성 라이온즈,4,박석민,0.0
2009-04-07,3,삼성 라이온즈,5,최형우,0.25
2009-04-07,3,삼성 라이온즈,6,조동찬,0.571
2009-04-07,3,삼성 라이온즈,7,박진만,0.333
2009-04-07,3,삼성 라이온즈,8,현재윤,0.75
2009-04-07,3,삼성 라이온즈,9,김창희,0.4
2009-04-07,3,히어로즈,1,이택근,0.2
2009-04-07,3,히어로즈,2,황재균,0.333
2009-04-07,3,히어로즈,3,클락,0.143
2009-04-07,3,히어로즈,4,브룸바,0.333
2009-04-07,3,히어로즈,5,오재일,0.286
2009-04-07,3,히어로즈,6,송지만,0.5
2009-04-07,3,히어로즈,7,강귀태,0.5
2009-04-07,3,히어로즈,8,강정호,0.2
2009-04-07,3,히어로즈,9,김일경,0.4
2009-04-07,4,롯데 자이언츠,1,김주찬,0.625
2009-04-07,4,롯데 자이언츠,2,이인구,0.167
2009-04-07,4,롯데 자이언츠,3,조성환,0.375
2009-04-07,4,롯데 자이언츠,4,이대호,0.0
2009-04-07,4,롯데 자이언츠,5,가르시아,0.0
2009-04-07,4,롯데 자이언츠,6,홍성흔,0.0
2009-04-07,4,롯데 자이언츠,7,강민호,0.167
2009-04-07,4,롯데 자이언츠,8,손아섭,0.2
2009-04-07,4,롯데 자이언츠,9,박기혁,0.167
2009-04-07,4,LG 트윈스,1,이대형,0.0
2009-04-07,4,LG 트윈스,2,이진영,0.333
2009-04-07,4,LG 트윈스,3,안치용,0.125
2009-04-07,4,LG 트윈스,4,페타지니,0.25
2009-04-07,4,LG 트윈스,5,정성훈,0.5
2009-04-07,4,LG 트윈스,6,박병호,0.143
2009-04-07,4,LG 트윈스,7,조인성,0.143
2009-04-07,4,LG 트윈스,8,권용관,0.2
2009-04-07,4,LG 트윈스,9,박경수,0.286
2009-04-08,1,두산 베어스,1,이종욱,0.308
2009-04-08,1,두산 베어스,2,고영민,0.167
2009-04-08,1,두산 베어스,3,김현수,0.5
2009-04-08,1,두산 베어스,4,김동주,0.462
2009-04-08,1,두산 베어스,5,왓슨,0.231
2009-04-08,1,두산 베어스,6,최준석,0.0
2009-04-08,1,두산 베어스,7,손시헌,0.222
2009-04-08,1,두산 베어스,8,최승환,0.125
2009-04-08,1,두산 베어스,9,임재철,0.222
2009-04-08,1,한화 이글스,1,강동우,0.273
2009-04-08,1,한화 이글스,2,이영우,0.25
2009-04-08,1,한화 이글스,3,디아즈,0.462
2009-04-08,1,한화 이글스,4,김태균,0.417
2009-04-08,1,한화 이글스,5,이범호,0.267
2009-04-08,1,한화 이글스,6,김태완,0.154
2009-04-08,1,한화 이글스,7,송광민,0.25
2009-04-08,1,한화 이글스,8,신경현,0.0
2009-04-08,1,한화 이글스,9,오선진,0.25
2009-04-08,2,SK 와이번스,1,정근우,0.214
2009-04-08,2,SK 와이번스,2,박재상,0.25
2009-04-08,2,SK 와이번스,3,김재현,0.333
2009-04-08,2,SK 와이번스,4,이호준,0.25
2009-04-08,2,SK 와이번스,5,박정권,0.5
2009-04-08,2,SK 와이번스,6,박재홍,0.273
2009-04-08,2,SK 와이번스,7,최정,0.2
