date,game_no,team,order,name,avg
2023-04-01,1,롯데 자이언츠,1,안권수,0.0
2023-04-01,1,롯데 자이언츠,2,안치홍,0.0
2023-04-01,1,롯데 자이언츠,3,렉스,0.0
2023-04-01,1,롯데 자이언츠,4,한동희,0.0
2023-04-01,1,롯데 자이언츠,5,고승민,0.0
2023-04-01,1,롯데 자이언츠,6,전준우,0.0
2023-04-01,1,롯데 자이언츠,7,노진혁,0.0
2023-04-01,1,롯데 자이언츠,8,유강남,0.0
2023-04-01,1,롯데 자이언츠,9,황성빈,0.0
2023-04-01,1,두산 베어스,1,정수빈,0.0
2023-04-01,1,두산 베어스,2,허경민,0.0
2023-04-01,1,두산 베어스,3,로하스,0.0
2023-04-01,1,두산 베어스,4,김재환,0.0
2023-04-01,1,두산 베어스,5,양의지,0.0
2023-04-01,1,두산 베어스,6,강승호,0.0
2023-04-01,1,두산 베어스,7,양석환,0.0
2023-04-01,1,두산 베어스,8,김인태,0.0
2023-04-01,1,두산 베어스,9,이유찬,0.0
2023-04-01,2,KIA 타이거즈,1,박찬호,0.0
2023-04-01,2,KIA 타이거즈,2,김도영,0.0
2023-04-01,2,KIA 타이거즈,3,김선빈,0.0
2023-04-01,2,KIA 타이거즈,4,소크라테스,0.0
2023-04-01,2,KIA 타이거즈,5,황대인,0.0
2023-04-01,2,KIA 타이거즈,6,최형우,0.0
2023-04-01,2,KIA 타이거즈,7,이창진,0.0
2023-04-01,2,KIA 타이거즈,8,한승택,0.0
2023-04-01,2,KIA 타이거즈,9,김호령,0.0
2023-04-01,2,SSG 랜더스,1,추신수,0.0
2023-04-01,2,SSG 랜더스,2,최지훈,0.0
2023-04-01,2,SSG 랜더스,3,최정,0.0
2023-04-01,2,SSG 랜더스,4,한유섬,0.0
2023-04-01,2,SSG 랜더스,5,에레디아,0.0
2023-04-01,2,SSG 랜더스,6,최주환,0.0
2023-04-01,2,SSG 랜더스,7,박성한,0.0
2023-04-01,2,SSG 랜더스,8,전의산,0.0
