date,game_no,team,order,name,avg
2007-04-06,1,두산 베어스,1,이종욱,0.0
2007-04-06,1,두산 베어스,2,고영민,0.0
2007-04-06,1,두산 베어스,3,최준석,0.0
2007-04-06,1,두산 베어스,4,김동주,0.0
2007-04-06,1,두산 베어스,5,홍성흔,0.0
2007-04-06,1,두산 베어스,6,안경현,0.0
2007-04-06,1,두산 베어스,7,강동우,0.0
2007-04-06,1,두산 베어스,8,안상준,0.0
2007-04-06,1,두산 베어스,9,민병헌,0.0
2007-04-06,1,삼성 라이온즈,1,박한이,0.0
2007-04-06,1,삼성 라이온즈,2,조동찬,0.0
2007-04-06,1,삼성 라이온즈,3,양준혁,0.0
2007-04-06,1,삼성 라이온즈,4,심정수,0.0
2007-04-06,1,삼성 라이온즈,5,조영훈,0.0
2007-04-06,1,삼성 라이온즈,6,박진만,0.0
2007-04-06,1,삼성 라이온즈,7,진갑용,0.0
2007-04-06,1,삼성 라이온즈,8,김창희,0.0
2007-04-06,1,삼성 라이온즈,9,신명철,0.0
2007-04-06,2,SK 와이번스,1,김강민,0.0
2007-04-06,2,SK 와이번스,2,박재상,0.0
2007-04-06,2,SK 와이번스,3,이재원,0.0
2007-04-06,2,SK 와이번스,4,박경완,0.0
2007-04-06,2,SK 와이번스,5,박재홍,0.0
2007-04-06,2,SK 와이번스,6,최정,0.0
2007-04-06,2,SK 와이번스,7,박정권,0.0
2007-04-06,2,SK 와이번스,8,이대수,0.0
2007-04-06,2,SK 와이번스,9,정근우,0.0
2007-04-06,2,한화 이글스,1,조원우,0.0
2007-04-06,2,한화 이글스,2,고동진,0.0
2007-04-06,2,한화 이글스,3,크루즈,0.0
2007-04-06,2,한화 이글스,4,김태균,0.0
2007-04-06,2,한화 이글스,5,이영우,0.0
2007-04-06,2,한화 이글스,6,이도형,0.0
2007-04-06,2,한화 이글스,7,이범호,0.0
2007-04-06,2,한화 이글스,8,한상훈,0.0
2007-04-06,2,한화 이글스,9,김민재,0.0
2007-04-06,3,롯데 자이언츠,1,정수근,0.0
2007-04-06,3,롯데 자이언츠,2,이우민,0.0
2007-04-06,3,롯데 자이언츠,3,이인구,0.0
2007-04-06,3,롯데 자이언츠,4,이대호,0.0
2007-04-06,3,롯데 자이언츠,5,최경환,0.0
2007-04-06,3,롯데 자이언츠,6,박현승,0.0
2007-04-06,3,롯데 자이언츠,7,정보명,0.0
2007-04-06,3,롯데 자이언츠,8,강민호,0.0
2007-04-06,3,롯데 자이언츠,9,박기혁,0.0
2007-04-06,3,현대 유니콘스,1,전준호,0.0
2007-04-06,3,현대 유니콘스,2,서한규,0.0
2007-04-06,3,현대 유니콘스,3,이택근,0.0
2007-04-06,3,현대 유니콘스,4,브룸바,0.0
2007-04-06,3,현대 유니콘스,5,이숭용,0.0
2007-04-06,3,현대 유니콘스,6,정성훈,0.0
2007-04-06,3,현대 유니콘스,7,송지만,0.0
2007-04-06,3,현대 유니콘스,8,김동수,0.0
2007-04-06,3,현대 유니콘스,9,채종국,0.0
2007-04-06,4,KIA 타이거즈,1,이용규,0.0
2007-04-06,4,KIA 타이거즈,2,이종범,0.0
2007-04-06,4,KIA 타이거즈,3,장성호,0.0
2007-04-06,4,KIA 타이거즈,4,서튼,0.0
2007-04-06,4,KIA 타이거즈,5,이재주,0.0
2007-04-06,4,KIA 타이거즈,6,이현곤,0.0
2007-04-06,4,KIA 타이거즈,7,홍세완,0.0
2007-04-06,4,KIA 타이거즈,8,김상훈,0.0
2007-04-06,4,KIA 타이거즈,9,김종국,0.0
2007-04-06,4,LG 트윈스,1,오태근,0.0
2007-04-06,4,LG 트윈스,2,이종열,0.0
2007-04-06,4,LG 트윈스,3,박용택,0.0
2007-04-06,4,LG 트윈스,4,발데스,0.0
2007-04-06,4,LG 트윈스,5,마해영,0.0
2007-04-06,4,LG 트윈스,6,김상현,0.0
2007-04-06,4,LG 트윈스,7,최길성,0.0
2007-04-06,4,LG 트윈스,8,조인성,0.0
2007-04-06,4,LG 트윈스,9,권용관,0.0
2007-04-07,1,KIA 타이거즈,1,이용규,0.2
2007-04-07,1,KIA 타이거즈,2,이종범,0.0
2007-04-07,1,KIA 타이거즈,3,장성호,0.0
2007-04-07,1,KIA 타이거즈,4,서튼,0.5
