date,game_no,team,order,name,avg
2002-04-05,1,LG 트윈스,1,이일의,0.0
2002-04-05,1,LG 트윈스,2,손지환,0.0
2002-04-05,1,LG 트윈스,3,김재현,0.0
2002-04-05,1,LG 트윈스,4,홍현우,0.0
2002-04-05,1,LG 트윈스,5,이병규,0.0
2002-04-05,1,LG 트윈스,6,서용빈,0.0
2002-04-05,1,LG 트윈스,7,조인성,0.0
2002-04-05,1,LG 트윈스,8,퀸란,0.0
2002-04-05,1,LG 트윈스,9,권용관,0.0
2002-04-05,1,삼성 라이온즈,1,박한이,0.0
2002-04-05,1,삼성 라이온즈,2,김종훈,0.0
2002-04-05,1,삼성 라이온즈,3,이승엽,0.0
2002-04-05,1,삼성 라이온즈,4,양준혁,0.0
2002-04-05,1,삼성 라이온즈,5,브리또,0.0
2002-04-05,1,삼성 라이온즈,6,마해영,0.0
2002-04-05,1,삼성 라이온즈,7,김한수,0.0
2002-04-05,1,삼성 라이온즈,8,진갑용,0.0
2002-04-05,1,삼성 라이온즈,9,박정환,0.0
2002-04-05,2,롯데 자이언츠,1,김주찬,0.0
2002-04-05,2,롯데 자이언츠,2,김응국,0.0
2002-04-05,2,롯데 자이언츠,3,베로아,0.0
2002-04-05,2,롯데 자이언츠,4,조경환,0.0
2002-04-05,2,롯데 자이언츠,5,박정태,0.0
2002-04-05,2,롯데 자이언츠,6,박현승,0.0
2002-04-05,2,롯데 자이언츠,7,이대호,0.0
2002-04-05,2,롯데 자이언츠,8,최기문,0.0
2002-04-05,2,롯데 자이언츠,9,임재철,0.0
2002-04-05,2,한화 이글스,1,김수연,0.0
2002-04-05,2,한화 이글스,2,김종석,0.0
2002-04-05,2,한화 이글스,3,송지만,0.0
2002-04-05,2,한화 이글스,4,데이비스,0.0
2002-04-05,2,한화 이글스,5,이도형,0.0
2002-04-05,2,한화 이글스,6,이영우,0.0
2002-04-05,2,한화 이글스,7,임수민,0.0
2002-04-05,2,한화 이글스,8,백재호,0.0
2002-04-05,2,한화 이글스,9,가르시아,0.0
2002-04-05,3,KIA 타이거즈,1,장성호,0.0
2002-04-05,3,KIA 타이거즈,2,김종국,0.0
2002-04-05,3,KIA 타이거즈,3,이종범,0.0
2002-04-05,3,KIA 타이거즈,4,뉴선,0.0
2002-04-05,3,KIA 타이거즈,5,홍세완,0.0
2002-04-05,3,KIA 타이거즈,6,신동주,0.0
2002-04-05,3,KIA 타이거즈,7,김창희,0.0
2002-04-05,3,KIA 타이거즈,8,김상훈,0.0
2002-04-05,3,KIA 타이거즈,9,정성훈,0.0
2002-04-05,3,두산 베어스,1,정수근,0.0
