date,game_no,team,order,name,avg
2014-03-29,1,LG 트윈스,1,박용택,0.0
2014-03-29,1,LG 트윈스,2,손주인,0.0
2014-03-29,1,LG 트윈스,3,이진영,0.0
2014-03-29,1,LG 트윈스,4,조쉬벨,0.0
2014-03-29,1,LG 트윈스,5,이병규,0.0
2014-03-29,1,LG 트윈스,6,정성훈,0.0
2014-03-29,1,LG 트윈스,7,정의윤,0.0
2014-03-29,1,LG 트윈스,8,최경철,0.0
2014-03-29,1,LG 트윈스,9,권용관,0.0
2014-03-29,1,두산 베어스,1,민병헌,0.0
2014-03-29,1,두산 베어스,2,오재원,0.0
2014-03-29,1,두산 베어스,3,김현수,0.0
2014-03-29,1,두산 베어스,4,칸투,0.0
2014-03-29,1,두산 베어스,5,홍성흔,0.0
2014-03-29,1,두산 베어스,6,이원석,0.0
2014-03-29,1,두산 베어스,7,양의지,0.0
2014-03-29,1,두산 베어스,8,김재호,0.0
2014-03-29,1,두산 베어스,9,정수빈,0.0
2014-03-29,2,넥센 히어로즈,1,서건창,0.0
2014-03-29,2,넥센 히어로즈,2,이택근,0.0
2014-03-29,2,넥센 히어로즈,3,윤석민,0.0
2014-03-29,2,넥센 히어로즈,4,박병호,0.0
2014-03-29,2,넥센 히어로즈,5,강정호,0.0
2014-03-29,2,넥센 히어로즈,6,김민성,0.0
2014-03-29,2,넥센 히어로즈,7,로티노,0.0
2014-03-29,2,넥센 히어로즈,8,유한준,0.0
2014-03-29,2,넥센 히어로즈,9,허도환,0.0
2014-03-29,2,SK 와이번스,1,김강민,0.0
2014-03-29,2,SK 와이번스,2,박재상,0.0
2014-03-29,2,SK 와이번스,3,최정,0.0
2014-03-29,2,SK 와이번스,4,스캇,0.0
2014-03-29,2,SK 와이번스,5,이재원,0.0
2014-03-29,2,SK 와이번스,6,박정권,0.0
2014-03-29,2,SK 와이번스,7,나주환,0.0
2014-03-29,2,SK 와이번스,8,정상호,0.0
2014-03-29,2,SK 와이번스,9,박진만,0.0
2014-03-29,4,KIA 타이거즈,1,이대형,0.0
2014-03-29,4,KIA 타이거즈,2,김주찬,0.0
2014-03-29,4,KIA 타이거즈,3,이범호,0.0
2014-03-29,4,KIA 타이거즈,4,나지완,0.0
2014-03-29,4,KIA 타이거즈,5,신종길,0.0
2014-03-29,4,KIA 타이거즈,6,김주형,0.0
2014-03-29,4,KIA 타이거즈,7,안치홍,0.0
2014-03-29,4,KIA 타이거즈,8,차일목,0.0
2014-03-29,4,KIA 타이거즈,9,김선빈,0.0
2014-03-29,4,삼성 라이온즈,1,정형식,0.0
2014-03-29,4,삼성 라이온즈,2,박한이,0.0
2014-03-29,4,삼성 라이온즈,3,채태인,0.0
2014-03-29,4,삼성 라이온즈,4,최형우,0.0
2014-03-29,4,삼성 라이온즈,5,박석민,0.0
2014-03-29,4,삼성 라이온즈,6,이승엽,0.0
2014-03-29,4,삼성 라이온즈,7,나바로,0.0
2014-03-29,4,삼성 라이온즈,8,이지영,0.0
2014-03-29,4,삼성 라이온즈,9,김상수,0.0
2014-03-30,1,LG 트윈스,1,박용택,0.5
2014-03-30,1,LG 트윈스,2,이진영,0.4
2014-03-30,1,LG 트윈스,3,정성훈,0.667
2014-03-30,1,LG 트윈스,4,조쉬벨,0.0
2014-03-30,1,LG 트윈스,5,이병규,0.0
2014-03-30,1,LG 트윈스,6,이병규,0.222
2014-03-30,1,LG 트윈스,7,손주인,0.25
2014-03-30,1,LG 트윈스,8,최경철,0.0
2014-03-30,1,LG 트윈스,9,권용관,0.0
2014-03-30,1,두산 베어스,1,민병헌,0.25
2014-03-30,1,두산 베어스,2,오재원,0.25
2014-03-30,1,두산 베어스,3,김현수,0.0
2014-03-30,1,두산 베어스,4,칸투,0.5
2014-03-30,1,두산 베어스,5,홍성흔,0.0
2014-03-30,1,두산 베어스,6,이원석,0.0
